	TitleBlock	DescriptionBlock	CourseID	CourseName	Credits	tf_idf_vector	Top10Recommendations
3437	ECEP 472  Power Seminar II 0.5 Credits	Discusses current developments in power system operation and research, concentrating on generating stations, transmission lines, and substations.	ECEP 472	Power Seminar II 	0.5	[0. 0. 0. ... 0. 0. 0.]	['ECEP 471', 'ECEP 473', 'ECEP 413', 'EET 201', 'EET 307', 'MET 316', 'ECEP 354', 'HIST 236', 'ECEP 411', 'BIO 471']
3438	ECEP 473  Power Seminar III 0.5 Credits	Discusses current developments in power system operation and research, concentrating on distribution, security, and economics.	ECEP 473	Power Seminar III 	0.5	[0. 0. 0. ... 0. 0. 0.]	['ECEP 471', 'ECEP 472', 'EET 201', 'CT 201', 'HSAD 363', 'SE 310', 'ECEP 423', 'MET 316', 'SOC 235', 'ECEC 473']
3439	ECEP 480  Solar Energy Engineering 3.0 Credits	Covers design of grid-connected and battery backup grid-connected photovoltaic systems. Both electrical and mechanical aspects are included. Topics include system components (solar cells, charge controllers, maximum power point trackers, inverters, etc.), system economics, computer and web-based design aids, electrical codes and standards, externalities of PV systems.	ECEP 480	Solar Energy Engineering 	3.0	[0. 0. 0. ... 0. 0. 0.]	['EET 407', 'INTR 451', 'ECE 303', 'BMES 337', 'BMES 337', 'MEM 445', 'ARCH 396', 'ECEL 304', 'IDM 221', 'ECEP 354']
3440	ECEP 497  Research in Power Systems 0.5-12.0 Credits	Requires independent study in a topic approved by the faculty.	ECEP 497	Research in Power Systems 0.5-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 499', 'ECEE 497', 'ECES 497', 'ECEC 497', 'AE I199', 'AE I299', 'AE I399', 'AE I499', 'INFO I399', 'SCRP 399']
3441	ECEP I199  Independent Study in ECEP 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ECEP I199	Independent Study in ECEP 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
3442	ECEP I299  Independent Study in ECEP 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ECEP I299	Independent Study in ECEP 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
3443	ECEP I399  Independent Study in ECEP 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ECEP I399	Independent Study in ECEP 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
3444	ECEP I499  Independent Study in ECEP 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ECEP I499	Independent Study in ECEP 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
3445	ECEP T180  Special Topics in ECEP 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ECEP T180	Special Topics in ECEP 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
3446	ECEP T280  Special Topics in ECEP 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ECEP T280	Special Topics in ECEP 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
3447	ECEP T380  Special Topics in ECEP 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ECEP T380	Special Topics in ECEP 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
3448	ECEP T480  Special Topics in ECEP 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ECEP T480	Special Topics in ECEP 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
3449	ECES 201  Introduction to Audio-Visual Signals 4.0 Credits	This introductory engineering course will focus on the digital signal representations commonly used in prevailing entertainment media: audio, images, and video.  It will explore how each medium is represented digitally and convey the signal processing concepts used in storing, manipulating, transmitting, and rendering such content.  The goal of the course is to provide non-engineering students with a fundamental understanding of core digital signal processing methods.	ECES 201	Introduction to Audio-Visual Signals 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECE 121', 'ECE 302', 'ECEL 405', 'ECES 436', 'ECES 435', 'PHYS 227', 'MIP 233', 'BET 307', 'MIP 433', 'COM 265']
3450	ECES 301  Signals and Systems I 4.0 Credits	This course covers time and frequency domain analysis of both continuous and discrete time signals and systems. Topics covered include a discussion of fundamental signals and basic system properties, convolution, the Fourier series, the Fourier transform, and introductory filtering. Students will learn to design and analyze the input output relationships of linear time-invariant signals, and will discuss applications in the field of electrical engineering.	ECES 301	Signals and Systems I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['BMES 432', 'BMES 432', 'ECES 352', 'ECES 302', 'EET 313', 'ECES 434', 'ECES 303', 'BMES 302', 'BMES 302', 'EET 402']
3451	ECES 302  Transform Methods and Filtering 4.0 Credits	Covers the Fourier series and the Fourier transform, sinusoidal steady-state analysis and filtering, discrete-time systems and the Z-transform, discrete Fourier transform, network functions and stability, magnitude, phase, poles and zeroes, Nyquist criterion, the Nyquist plot and root loci, stability of one-ports, sensitivity, worst-case design and failure-tolerance.	ECES 302	Transform Methods and Filtering 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 352', 'ECES 301', 'ECES 303', 'ECES 434', 'EET 404', 'ECEP 412', 'ECE 301', 'ECES 446', 'MATH 322', 'MATH 210']
3452	ECES 303  Signals and Systems II 3.0 Credits	This course introduces Laplace & Z-transforms & their corresponding region of convergence as extensions of Fourier transform (FT) to deal with signals & systems (continuous & discrete) with no FT. It also covers the fundamentals of the highly used discrete Fourier transforms (DFT) and its fast computation. The fast Fourier transform (FFT) is also presented to digitize the FT of discrete signals. Optimal, uniform, & compandor quantizer, which complements the sampler, are also introduced to discretize the signal’s range for achieving full digitization of the signal (the digitizer). To close the loop, all FT, regular and generalized, continuous & discrete are tied together.	ECES 303	Signals and Systems II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 352', 'ECES 301', 'ECES 302', 'ECES 434', 'BMES 432', 'BMES 432', 'ECES 435', 'PHYS 325', 'BMES 302', 'BMES 302']
3453	ECES 304  Dynamic Systems and Stability 4.0 Credits	Covers linear time-invariant circuits and systems; two-and multi-terminal resistors, operational-amplifier circuits, first-order circuits, linear and nonlinear second-order systems, state equation and state variables, eigenvalues and eigenvectors, zero-input response, qualitative behavior of x'=Ax (stability and equilibria), qualitative behavior of x'=f(x), phase portraits, equilibrium states.	ECES 304	Dynamic Systems and Stability 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECE 301', 'EET 402', 'ECEE 422', 'EET 202', 'ECE 201', 'MATH 201', 'EET 313', 'BMES 405', 'BMES 405', 'MATH 101']
3454	ECES 306  Analog & Digital Communication 4.0 Credits	Covers signal sampling and reconstruction; modulation, angle modulation; digital communications systems, digital transmission.	ECES 306	Analog & Digital Communication 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 421', 'PHYS 227', 'ECES 423', 'ECES 422', 'ECEL 405', 'MEM 459', 'SMT 290', 'ECE 302', 'ECES 201', 'ANIM 220']
3455	ECES 352  Introduction to Digital Signal Process 4.0 Credits	Covers discrete-time signals, analog-digital conversion, time and frequency domain analysis of discrete-time systems, analysis using Z-transform, introduction to digital filters, discrete-time Fourier transform, Discrete Fourier Transform (DFT), and Fast Fourier Transform (FFT).	ECES 352	Introduction to Digital Signal Process 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 302', 'ECES 301', 'ECES 303', 'ECES 434', 'BMES 432', 'BMES 432', 'ECE 301', 'EET 404', 'PHYS 226', 'EET 313']
3456	ECES 354  Wireless, Mobile & Cellular Communications 4.0 Credits	Covers concepts of wireless systems; propagation effects, including loss, dispersion, fading, transmission, and reception; mobile systems, including design of base units and mobile units; micro cells and pico cells; cell division, including frequency use and reuse; concepts of FDMA, TDMA, and CDMA; error rates and outage probability; and circuits and components for wireless and mobile systems.	ECES 354	Wireless, Mobile & Cellular Communications 	4.0	[0. 0. 0. ... 0. 0. 0.]	['CT 335', 'ECES 423', 'BMES 483', 'BMES 483', 'ECES 358', 'ECEE 354', 'CS 375', 'BMES 405', 'BMES 405', 'ECEE 441']
3457	ECES 356  Theory of Control 4.0 Credits	Covers the foundations of control theory. Includes experiments and demonstrations during lectures and labs that may be jointly held, taking advantage of multimedia and computer-controlled apparatus.	ECES 356	Theory of Control 	4.0	[0. 0. 0. ... 0. 0. 0.]	['PRST 211', 'ANIM 152', 'DIGM 252', 'ECEC 443', 'FMTV 110', 'FMVD 110', 'ECES 358', 'CT 212', 'MET 316', 'MATH T480']
3458	ECES 358  Computer Control Systems 4.0 Credits	Reviews principles of applications of computer control systems to a variety of industries and technologies, including manufacturing processes, robotic cells, machine cells, chemical processes, network control, investment portfolio control, and real-time expert and learning systems for diagnostics and quality control.	ECES 358	Computer Control Systems 	4.0	[0. 0. 0. ... 0. 0. 0.]	['AE 430', 'ECES 446', 'INDE 463', 'ECEC 443', 'CHE 464', 'MET 204', 'MEM 458', 'INDE 361', 'CHE 420', 'MET 404']
3459	ECES 411  Convex Optimization in Engineering Systems 3.0 Credits	Covers fundamental of convex optimization including convex sets, convex functions, linear and nonlinear constraints, complementary slackness, Lagrange multipliers, Lagrangian duality, and quadralic programming.  Focuses on applications (e.g., signal processing, communications, computer networking, and portfolio management).  Focuses on use of Matlab or equivalent software.	ECES 411	Convex Optimization in Engineering Systems 	3.0	[0. 0. 0. ... 0. 0. 0.]	['CS 161', 'MATH 305', 'EET 402', 'BMES 201', 'BMES 201', 'ECE 302', 'MATH 181', 'MATH 101', 'ECEC 442', 'CS 472']
3460	ECES 412  Simulation of Stochastic Engineering Systems 3.0 Credits	Covers algorithms for generation of pseudo-random numbers, generation of random variates using the inverse transform, acceptance rejection techniques, Monte Carlo simulation, basics of point and interval estimation and hypothesis testing.  Coverage of Markov chains, Markov chain Monte Carlo, Metropolis algorithm, simulated annealing, as time permits.  Applications include computer networks, statistical physics, derivative pricing.  Focus on use of Matlab or equivalent software.	ECES 412	Simulation of Stochastic Engineering Systems 	3.0	[0. 0. 0. ... 0. 0. 0.]	['MATH 483', 'PHYS 305', 'ECE 362', 'STAT 206', 'CAEE 361', 'PHYS 325', 'STAT 262', 'STAT 205', 'ENGR 361', 'OPR 330']
3461	ECES 413  Strategies for Repeated Games 3.0 Credits	Covers the gambler’s ruin problem, optimality of bold play for subfair games, the Martingale betting system, Kelly betting and the maximum growth rate in superfair games, the multi-armed bandit and it generalizations, Parrondo’s paradox for coupled subfair games, basics of auction theory.  Focus on use of Matlab or equivalent software.	ECES 413	Strategies for Repeated Games 	3.0	[0. 0. 0. ... 0. 0. 0.]	['CS 341', 'GMAP 341', 'CS 445', 'CS 387', 'SMT 240', 'CS 342', 'GMAP 360', 'ENGR 231', 'ENGR 232', 'HRM 370']
3462	ECES 421  Communications I 3.0 Credits	Covers analog communications, including linear modulation methods (AM, DSB, SSB), exponential modulation (FM, PM), and noise effects on analog communication systems.	ECES 421	Communications I 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 306', 'PHYS 227', 'ECES 422', 'EET 406', 'ECEE 422', 'MATH 101', 'EET 402', 'PHYS 226', 'MATH 171', 'MIP 391']
3463	ECES 422  Communications II 3.0 Credits	Covers analog (PAM, PPM) and digital (PCM, DM) pulse modulation systems, entropy, source coding, and channel coding.	ECES 422	Communications II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 306', 'ECES 421', 'MEM 459', 'MBC 101', 'MBC 360', 'MBC 303', 'MBC 304', 'INFO 154', 'PHYS 226', 'EET 406']
3464	ECES 423  Communications III 3.0 Credits	Covers digital transmission systems, baseband and passband, spread-spectrum communications, and basics of wireless and mobile systems.	ECES 423	Communications III 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 354', 'ECES 306', 'CT 335', 'EET 406', 'ECEE 354', 'ECE 302', 'EET 324', 'SMT 290', 'CMGT 467', 'INFO 200']
3465	ECES 434  Applied Digital Signal Processing 4.0 Credits	This course explores digital signal processing (DSP) concepts through the context of current applications, which range from video encoding to human genome analysis. Topics such as sampling, aliasing, and quantization, are considered in terms of the constraints of particular applications. Discrete-time linear systems, frequency-domain analysis, and digital filtering using Discrete Fourier Transform are examined in-depth and realized through application-specific lab projects.	ECES 434	Applied Digital Signal Processing 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 352', 'ECES 301', 'BMES 432', 'BMES 432', 'ECES 302', 'ECES 303', 'ECES 436', 'ECES 435', 'EET 313', 'ECES 201']
3466	ECES 435  Recent Advances in Digital Signal Processing 4.0 Credits	Digital signal processing algorithms once thought to be impractical are now implemented in devices, such as household appliances & mobile phones. This course explores the computationally-intensive DSP methods including short-time linear prediction, cepstral analysis, and complex phase reconstruction as well as alternative signal representations and transforms, including the Hilbert, Chirp, and Discrete Cosine Transforms. Laboratory projects will focus on the implementation of these methods.	ECES 435	Recent Advances in Digital Signal Processing 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 436', 'ECES 434', 'ECES 201', 'ECE 302', 'ECES 303', 'PHYS 227', 'ECES 306', 'PHYS 325', 'CS 457', 'BMES 432']
3467	ECES 436  Multi-disciplinary Digital Signal Processing 4.0 Credits	The applications of digital signal processing (DSP) span a wide range of problem domains and disciplines. This course explores the multi-disciplinary aspects of DSP by focusing on a core set of common methods applicable to problems in many fields, such as periodicity detection, signal and power spectrum estimation, and data modeling. Laboratory projects will utilize experiments drawn from a diversity of fields, including medicine, music analysis, image processing,voice/data communications and robotics.	ECES 436	Multi-disciplinary Digital Signal Processing 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ENGR 111', 'ECES 434', 'ECES 435', 'ECES 201', 'ECE 302', 'EET 324', 'PHYS 328', 'ECEE 443', 'ECEL 405', 'INFO 202']
3468	ECES 441  Bioinformatics 3.0 Credits	This course will focus on developing the computational, algorithmic, and database navigational skills required to analyze genomic data that have become available with the development of high throughput genomic technologies. We will also illustrate statistical signal processing concepts such as dynamic programming, hidden markov models, information theoretic measures, and assessing statistical significance. The goals will be achieved through lecture and lab exercises that focus on genomic databases, genome annotation via hidden markov models, sequence alignment through dynamic programming, metagenomic analyses, and phylogenetics with maximum likelihood approaches.	ECES 441	Bioinformatics 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 450', 'BIO 331', 'CS 383', 'BIO 413', 'ENGR 232', 'BMES 484', 'BMES 484', 'OPR 330', 'ECON 350', 'SMT 300']
3469	ECES 444  Systems and Control I 4.0 Credits	This course focuses on the state space approach to systems analysis and control for use in such applications as: Automated Equipment, Robotics, Motor Control, Process Control and Aerospace. A brief review of Classical Controls provides the seaway for state space modeling as well as state variable feedback and observer based state control. Optimal Control (Performance Index for gain selection) as well as System Identification techniques and Lagrangian Dynamics are introduced. The course includes a set of laboratory experiments where students get hands-on experience with the core theoretical material.	ECES 444	Systems and Control I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 445', 'ECES 446', 'AE 430', 'ECEC 443', 'MEM 453', 'ECES 358', 'INDE 463', 'EET 209', 'EET 207', 'BIO 203']
3470	ECES 445  Systems and Control II 4.0 Credits	This course focuses on Linear Quadratic Gaussian Control for use in such applications as: Automated Equipment, Robotics, Motor Control, Process Control and Aerospace. The course introduces the Kalman Filter as a stochastic observer and then extends on applying it to target tracking, system identification and use in control.	ECES 445	Systems and Control II 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 444', 'ECES 446', 'AE 430', 'ECEC 443', 'INDE 463', 'ECES 358', 'ECE 403', 'BIO 203', 'EET 402', 'EET 319']
3471	ECES 446  Systems and Control III 4.0 Credits	This course introduces nonlinear systems and some commonly used industrial non-linear control techniques relevant to such applications as: Automated Equipment, Robotics, Motor Control, Process Control and Aerospace. Foundation topics include: equilibrium and stability of nonlinear systems, analysis of limit cycles and region of attraction, Lyapounov stability, Nyquist stability for limit cycle analysis. Control techniques include topical solutions: Model Reference Adaptive control; Adaptive Disturbance Rejection Control, Robust and H-infinity Control, and Fuzzy Logic Control.	ECES 446	Systems and Control III 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECEC 443', 'ECES 445', 'AE 430', 'ECES 444', 'ECES 358', 'INDE 463', 'BIO 203', 'EET 402', 'INDE 361', 'EET 207']
3472	ECES 450  Statistical Analysis of Metagenomics 3.0 Credits	This course focuses on developing the computational and database navigational skills required to analyze genomic data. The goals will be achieved through lecture and exercises on genomic databases, programming for importing and pre-processing genomic data, high performance programming for analysis of high-throughput metagenomic analyses, and use of high-performance computing for phylogenetic reconstruction.	ECES 450	Statistical Analysis of Metagenomics 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 441', 'BIO 331', 'BMES 484', 'BMES 484', 'BIO 413', 'ECEC 414', 'CS 476', 'INFO 212', 'INFO 332', 'INDE 367']
3473	ECES 462  Medical Robotics II 3.0 Credits	This course will review the emerging, multidisciplinary field of Medical Robotics. The course includes multiple site/field visits to observe Medical Robot systems demonstrations and interaction with the medical team and system manufacturers.	ECES 462	Medical Robotics II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['MBC 250', 'MBC 101', 'BMES 310', 'BMES 310', 'MEM 476', 'BMES 391', 'BMES 391', 'NFS 315', 'MBC 350', 'MEM 455']
3474	ECES 497  Research in Systems Engineering 0.5-12.0 Credits	Electrical engineering students only. Requires independent research in a topic approved by the faculty.	ECES 497	Research in Systems Engineering 0.5-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ECEE 497', 'ECEC 497', 'ECEP 497', 'ECES 499', 'ECON 322', 'AE I199', 'AE I299', 'AE I399', 'AE I499', 'INFO I399']
3475	ECES 499  Supervised Study in Systems Engineering 0.5-20.0 Credits	Requires independent study in a topic approved by the faculty.	ECES 499	Supervised Study in Systems Engineering 0.5-2	0.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 499', 'ECEE 497', 'ECES 497', 'ECEC 497', 'AE I199', 'AE I299', 'AE I399', 'AE I499', 'INFO I399', 'SCRP 399']
3476	ECES I199  Independent Study in ECES 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ECES I199	Independent Study in ECES 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
3477	ECES I299  Independent Study in ECES 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ECES I299	Independent Study in ECES 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
3478	ECES I399  Independent Study in ECES 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ECES I399	Independent Study in ECES 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
3479	ECES I499  Independent Study in ECES 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ECES I499	Independent Study in ECES 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
3480	ECES T180  Special Topics in ECES 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ECES T180	Special Topics in ECES 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
3481	ECES T280  Special Topics in ECES 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ECES T280	Special Topics in ECES 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
3482	ECES T380  Special Topics in ECES 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ECES T380	Special Topics in ECES 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
3483	ECES T480  Special Topics in ECES 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ECES T480	Special Topics in ECES 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
3484	ECE 101  Electrical and Computer Engineering in the Real World 1.0 Credit	This seminar introduces students to highly visible and compelling applications of ECE through the use of familiar real-world applications. The course will highlight some of the high-impact advances of ECE and the importance of ECE in our daily lives. Fundamental concepts, such as electricity, light, computing, networking, and signal processing will be introduced in this context and explained at an introductory level. This course is intended to inspire students to pursue ECE and will lead them directly into ECE 102.	ECE 101	Electrical and Computer Engineering in the Real World 	1.0	[0. 0. 0. ... 0. 0. 0.]	['ECE 102', 'ECE 492', 'BMES 303', 'BMES 303', 'ECE 212', 'ECE 493', 'ECES 201', 'CJS 100', 'ECEL 301', 'CI 103']
3485	ECE 102  Applications of Electrical and Computer Engineering 2.0 Credits	Introduces the basic fundamentals of ECE through the use of real-world applications. The course will introduce Signals and Systems, Analog electronic basics, as well as Digital numbers and systems. The course will introduce students to basic ECE material, preparing the students for ECE 200 and ECE 201.	ECE 102	Applications of Electrical and Computer Engineering 	2.0	[0. 0. 0. ... 0. 0. 0.]	['ECE 101', 'BMES 303', 'BMES 303', 'ECE 492', 'ECE 212', 'PBHL 312', 'ECEL 301', 'ECEL 303', 'ECE 493', 'EET 406']
3486	ECE 105  Programming for Engineers II 3.0 Credits	This course will cover advanced usage and understanding of programming concepts using Python within the Linux environment.  By the end of the course, students will not only possess strong programming capabilities but will also have a firm grasp on scientific computing fundamentals. Students should already have a working knowledge of bash, python, pylint, tmux/GNU screen, X11 tunnelling, and at least one terminal based editor (vim, nano, joe, etc) from ENGR 131 or ENGR 132.	ECE 105	Programming for Engineers II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECEC 201', 'ENGR 202', 'INFO 213', 'PHYS 105', 'BIO 410', 'ECEL 404', 'ENGR 492', 'ENGR 132', 'BMES 201', 'BMES 201']
3487	ECE 121  Introduction to Entertainment Engineering 3.0 Credits	This introductory survey course will focus on the four prevailing entertainment media: music, images, video, and games. We will explore how each medium is represented digitally and reveal the technologies used to capture, manipulate and display such content. Technical standards used in everyday entertainment devices (mp3, H.264, JPEG 1080p, HDMI) will be explained in layman's terms. The goal is to provide students with technical literacy for using digital media.	ECE 121	Introduction to Entertainment Engineering 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 201', 'CS 341', 'EAM 310', 'EAM 365', 'ARCH 211', 'MIP 426', 'ANTH 330', 'VSST 108', 'MIP 263', 'FMTV 385']
3488	ECE 200  Digital Logic Design 4.0 Credits	Number systems and representation, two's complement arithmetic, digital logic devices, switching algebra, truth tables, minimization of Boolean functions, combinational logic design and analysis, sequential circuit analysis and design.	ECE 200	Digital Logic Design 	4.0	[0. 0. 0. ... 0. 0. 0.]	['EET 205', 'ECEC 451', 'ECEE 434', 'PHIL 111', 'ECEC 471', 'ECEC 357', 'ECEE 352', 'ECEC 472', 'ARCH 379', 'INFO 200']
3489	ECE 201  Foundations of Electric Circuits I 4.0 Credits	Covers basic electric circuit concepts and laws; circuit theorems; mesh and node methods; analysis of first-order electric circuits; forced and natural response; sinusoidal steady state analysis; complex frequency.	ECE 201	Foundations of Electric Circuits I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['EET 201', 'EET 404', 'ECE 211', 'ECE 301', 'EET 313', 'EET 407', 'ECEE 352', 'ECEC 472', 'ECES 304', 'PHYS 114']
3490	ECE 203  Programming for Engineers 3.0 Credits	Fundamentals of computer organization; rudiments of programming including data types, arithmetic and logical expressions, conditional statements, control structures; problem solving techniques for engineers using programming; object-oriented programming; arrays; simulation of engineering systems; principles of good programming practice.	ECE 203	Programming for Engineers 	3.0	[0. 0. 0. ... 0. 0. 0.]	['MIS 348', 'BMES 201', 'BMES 201', 'CS 143', 'OPR 320', 'ENGR 132', 'MATH 305', 'CS 265', 'CS 140', 'ENGR 131']
3491	ECE 211  Electrical Engineering Principles 3.0 Credits	Not open to electrical or mechanical engineering students. Covers basic techniques of electric circuit analysis, electronic devices, amplifiers, operational amplifier, and fundamentals of instrumentation.	ECE 211	Electrical Engineering Principles 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECE 212', 'ECE 301', 'ECEE 352', 'ECE 201', 'EET 201', 'BET 302', 'ECEE 421', 'EET 317', 'BMES 391', 'BMES 391']
3492	ECE 212  Electrical Engineering Principles Laboratory 1.0 Credit	Not open to electrical or mechanical engineering students. Includes experiments involving concepts discussed in ECE 211.	ECE 212	Electrical Engineering Principles Laboratory 	1.0	[0. 0. 0. ... 0. 0. 0.]	['ECE 211', 'ECE 101', 'ECE 102', 'BMES 337', 'BMES 337', 'ENGR 111', 'MEM 351', 'ECES 497', 'EET 102', 'INTR 451']
3493	ECE 301  Foundations of Electric Circuits II 4.0 Credits	Covers analysis of operational amplifiers, second-order electric circuits; ac power; and an introduction to the Laplace transform.	ECE 301	Foundations of Electric Circuits II 	4.0	[0. 0. 0. ... 0. 0. 0.]	['EET 317', 'ECE 211', 'ECEE 421', 'BET 302', 'EET 201', 'ECE 201', 'ECEP 451', 'EET 407', 'ECEP 352', 'EET 404']
3494	ECE 302  Design with Embedded Processors 3.0 Credits	A project-based course on design and implementation of mixed signal systems with embedded processors (digital, analog and software) with applications in signal processing, control, wireless and Internet of Things.	ECE 302	Design with Embedded Processors 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 201', 'PHYS 227', 'EET 208', 'EET 401', 'BET 307', 'ECEL 405', 'ECEC 356', 'ECES 436', 'EET 207', 'CS 314']
